ObjektID;Erwerbsart;Erwerbsdatum;Titel / Darstellung;Objektname;Datierung;Suchdatum Anfang;Suchdatum Ende;Material / Technik (für Objektbeschriftung);Maße;Beschreibung;Beschriftung(en) / Inschrift(en);Inventarnummer;Andere Nummer;Periode / Epoche / Abschnitt;Vermerke (allgemein);Provenienz / Herkunft / Produktionsort;Literatur / Publikationen;Zustandsbeschreibung (kurz, aktuell);Miturheber;Öffentlich zugänglich;Standort;Texteingabe;Grundstuecksnummer;KG;centroid_lat;centroid_lon;Objektanzahl;Schlagworte
1515262;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;In zwei anpassende Teile zerbrochener Sarkophag.;keine;CAR-S-2072;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;2;Körperbestattung, Kopfpolster
1515246;(not assigned);;Sarkophag Fragmente;;;;;;;;keine;CAR-S-2056;;;"Vielleicht ein Teil des Komplexes von Sarkophagen, die 2008 dem Museum geschenkt wurden: in dem Fall wäre es 22717/e.
siehe CAR-S-1979. 1980. 1981 etc.";;;Zu einem Haufen gestapelte Fragmente eines Sarkophages;;0;;;;;;;10;Körperbestattung (Fragment)
1515263;(not assigned);;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2073;;Mittlere bis späte Kaiserzeit;Levicka identifiziert den Sarkophag mit dem Sarkophag aus dem Altbestand (Inv.-Nr. 4185), der bei der Grabung 1955 für das neue Schulgebäude aufgedeckt wurde.;;;;;0;;;;;;;1;Körperbestattung, Kopfpolster
1515264;(not assigned);;Ossuarium / Aschenkiste;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2074;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Brandbestattung
1515265;(not assigned);;Ossuarium / Aschenkiste;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2075;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Brandbestattung
1515266;(not assigned);;Ossuarium / Aschenkiste;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2076;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Brandbestattung
1515267;(not assigned);;Sarkophag mit Kopfpolster samt Sarkophagdeckel;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2077;;Mittlere bis späte Kaiserzeit;fragliche Zuordnung des Fundzettels.;;;;;0;;;;;;;2;Körperbestattung, Kopfpolster, Deckel vorhanden
1515268;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;;CAR-S-2078;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515269;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2079;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515270;(not assigned);;Sarkophag für eine Kinderbestattung;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2080;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kindbestattung
1515271;(not assigned);;Ossuarium / Aschenkiste;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2081;4239;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Brandbestattung
1515272;(not assigned);;Ossuarium, Aschenkiste oder Kindersarkophag;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2082;;Mittlere bis späte Kaiserzeit;Levicka identifiziert den Sarkophag mit dem Sarkophag aus dem Altbestand (Inv.-Nr. 4131), wobei die Maße merklich differieren.;;;;;0;;;;;;;1;Brandbestattung (oder Kind)
1515273;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2083;;Mittlere bis späte Kaiserzeit;"1989 bei einer von Dr. Farka geleiteten Grabung des Bundesdenkmalamts an der ""Neuen Zufahrt Heidentor"" aufgedeckter Sarkophag. Der Fundzettel erwähnt ein Kapitell, das vermutlich unter den Bruchstücken zu suchen ist, die im Inneren des Sarkophages liegen.";;;;;0;;Carnuntum;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515274;(not assigned);;Ossuarium / Aschenkiste;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2084;4235;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Brandbestattung
1515275;(not assigned);;Ossuarium / Aschenkiste oder Steinkiste?;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2085;;Mittlere bis späte Kaiserzeit;Levicka identifiziert die Steinkiste mit eine Trog aus dem Altbestand (Inv.-Nr. 4230), wobei das Längenmaß deutlich differiert.;;;;;0;;;;;;;1;Brandbestattung
1515276;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2086;4193;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1515261;(not assigned);;Sarkophag mit Deckel;;;;;;;;;CAR-S-2071;4199;;;;;;;0;;;;;;;2;Körperbestattung, Deckel vorhanden
1515277;(not assigned);;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;;keine;CAR-S-2087;;Mittlere bis späte Kaiserzeit;;;;;;0;;;;;;;1;Körperbestattung, Kopfnische, Kopfpolster
1477925;(not assigned);2012-06-06;Sarkophag mit Kopfpolster;;3.-4. Jh. n. Chr.;201;400;Sandstein, mit großen Muschelschalen durchsetzt;"L x B x H: 194 x 65 cm
Materialstärke: 10 cm
Tiefe (T): 38 cm";"Bei der Notgrabung südlich der B9 an der Kreuzung eines Radweges (1075/3) mit einem NW-SO verlaufenden Feldweg (1071) im Zuge der Erweiterung des Windparks im Gräberfelds südlich des Amphitheaters der Zivilstadt geborgen. Der NNW-SSO orientierte Sarkophag lag samt Deckel (CAR-S-1931) in einer Grube. Die ungestörte Bestattung enthielt das Skelett einer mit etwa 60 Jahren verstorbenen Frau und große Mengen an Bernsteinschmuck.

Die Außenseiten des Kastens wurden ringsum mit dem Schlageisen in fischgrätartigem Muster ungeordnet grob behauen. Zu den Seitenkanten sind manche Partien mit dem Flacheisen spachtelartig geglättet, die die Vorstufe eines Randschlages darstellen. Feiner geglättet sind die Oberkanten. Auf den Innenwandungen sitzen die schrägparallel geführten Spitzeisenhieben enger, die in manchen Partien auch gegenläufig gesetzt sind. Größere Bereiche des Bodens wurden feiner geglättet, erkennbar sind hier noch die Abarbeitung mittels des Zahneisens. 

Zusatz Maße: Die 8 cm hohe und 19 cm lange Kopferhöhung mündet nach  ##cm im Boden. 
Die Wandstärke beträgt 10,5 cm an den Stirnseiten, 10 cm an den Langseiten.
Die lichte Innenweite beträgt: ###";;CAR-S-1930;M05109.12.13;spätantik;"Zu dem Sarkophag gehört auch der Deckel CAR-S-1931.

Langseiten Länge: 76cm (Nord), 81 cm (Süd)
Schmalseiten Breite: 37cm (West), 30 cm (Ost)
Schmalseiten Höhe: 27cm (West), 30 cm (Ost)
Wandstärke: Langseiten 4-5 cm, Schmalseiten 5 cm
Lichte Länge a";;"A. Konecny, FÖ 51, 2012, 216f. Abb. 26 (Befund der ungestörten Bestattung in situ) (ed.pr.);";"Der Sarkophagkasten ist vollständig erhalten.
Standort: sog. Steinzelt / Neuer Grund";;0;;Carnuntum;;;;;1;Körperbestattung, Frau, Beigaben, Deckel vorhanden, Kopfpolster, Meißelspuren, Spätantik
1514963;Grabung;2012-05-16;Sarkophagdeckel einer Kinderbestattung;;2.-3. Jh. n. Chr.;151;300;;;"Die Deckelunterseite trägt den ""Abdruck"" des Kopfnischenende - der zu den Oberkanten passende, 9-10 cm breite Randschlag ist scharriert.";keine;CAR-S-1962;144;Mittlere Kaiserzeit;Der Deckel mit dem zugehörigen Sarkophag (CAR-S-1961) wurde bei einer Grabungsmaßnahme (März-Mai 2012) vor der Errichtung von Wohnhäusern auf drei Parzellen in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die;;R. Igl, FÖ 51, 2012, 211;Die Kopfendenhälfte des Deckels ist erhalten.;;0;;Carnuntum;;;;;1;Deckel, Kindbestattung, Meißelspuren
1479832;Schenkung;2009;Sarkophag mit Kopfpolster;;3.-4. Jh. n. Chr.;201;400;Sandstein;;"Auf den Außenseiten des gut geglätteten Kastens sind in weiten Bereichen noch die Bearbeitungsspuren von Schlageisen und Zahneisen schwach sichtbar. Nur mäßig geglättet sind die Oberkanten, auf denen der Einsatz des Schlageisens gut zu erkennen ist. 
Die Innenwangen sind an den schmalen Seiten ähnlich den Außenseiten bearbeitet und geglättet, an den langen Seiten blieb man allerdings auf der Stufe Glättung mit dem Flacheisen stehen, das in schrägen Bahnen spachtelartig angesetzt wurde.
Gröber bearbeitet sind der Boden und die Kopferhöhung, auf denen die Furchen des Schlageisens noch gut zu sehen sind.";"""'-""";CAR-S-1932;22716;spätantik;"Zu diesem Sarkophag gehört vermutungsweise der Deckel CAR-S-1933.

Schmalseiten Höhe: 80 cm (Nord), 84 cm (Süd)
Wandstärke: Langseiten ## cm, Schmalseiten ## cm
Lichte Länge an Oberkante ## cm. 
Lichte Breite an Oberkante ## cm. 
Lichte Tiefe 66 cm,";;"""'-""";"Standort: sog. Steinzelt / Neuer Grund
Gefährdeter Zustand: Um zu verhindern, daß der weitgehend vollständig erhaltene, aber mehrfach gebrochene Sarkophag auseinanderfällt, muß er durch horizontal durch einen Stahlgurt (der bereits Rostspuren hinterlasse";;0;;Carnuntum;;;;;1;Körperbestattung, Kopfpolster, Deckel vorhanden, Meißelspuren, Spätantik
1479892;Schenkung;2009;Sarkophagdeckel;;3.-4. Jh. n. Chr.;201;400;Sandstein;;Der ursprünglich mit 4 schlichten Eckakroteren versehene dachartige Deckel ist mäßig geglättet. Bearbeitungsspuren von Spitzeisen und Zahneisen sind in weiten Bereichen noch schwach sichtbar. Der nachgebildete. 11-13 cm breite Firstbalken hebt sich in einer Höhe von 3-4cm von den flach ansteigenden Dachflächen ab. Die schlichten Eckaktore enden in breiten Kuppen. Soweit erkennbar ist das Deckelinnere grob ausgehöhlt.;"""'-""";CAR-S-1933;22716;spätantik;"Dieser Sarkophagdeckel gehört vermutungsweise zu Sarkophagkasten CAR-S-1932.

Langseiten Länge Nord: 240 cm; Süd: noch auf 105 cm Länge erhalten. Langseiten Sockelleiste Höhe: 17cm
Firstband Breite 11-13 cm. - Firstband Höhe 3-4 cm
Eckakroter NW: Höhe";;"E. Vorbeck, Der Tätigkeitsbericht. Niederösterreich. I., Pro Austria Romana 3, Heft 1-2, 1953, 1: Notiz zu Fundort (im O des Theaters gegenüber dem Schwarzen Tor) von drei restlos geplünderten Sarkophagen. Identifikation über ein Photo in: 
E. Swoboda, Carnuntum, Römische Forschungen in Niederösterreich 1 (2.Auflage 1953) 74 Taf. VII.1";"Ein größerer Eckbereich ist weggebrochen. 

Standort: sog. Steinzelt / Neuer Grund";;0;;Flur Johannisbreite;;;;;1;Deckel, Spätantik
1514964;Grabung;2012-05-16;Sarkophag;;2.-4. Jh. n. Chr.;151;400;;;"Die durch die untergeklemmten Fundzettel nahegelegte Zuschreibung der 2 großen und 2 kleinen Bruchstücke zum Sk 1114 ist mit großen Fragezeichen zu versehen: Sie ist schwer in Einklang mit Igls Beschreibung zu bringen. 

Frgt. 1: L 87 und 60cm ; B 28 und 48cm; D 23cm. 
Frgt. 2: L 43 x B 33 cm; D max. 27cm.";keine;CAR-S-1963;M05109.12.02;Mittlere bis späte Kaiserzeit;Die Sarkophagbruchstücke wurden wohl bei einer Grabungsmaßnahme (März-Mai 2012) vor der Errichtung von Wohnhäusern auf drei Parzellen in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die Datierung gründet in d;;R. Igl, FÖ 51, 2012, 211: Der Sarkophag 1114 SSK wurde in Grab 8 in situ gefunden (L 71 x B 35 cm). Der Kindersarkophag hatte ein leicht erhöhtes Kopfpolster.;4 stark beschädigte Bruchstücke.;;0;;Carnuntum;;;;;1;Körperbestattung (Fragment)
1478508;Grabung;2012-06-06;Sarkophagdeckel;;3.-4. Jh. n. Chr.;201;400;Sandstein;;"Bei der Notgrabung südlich der B9 an der Kreuzung eines Radweges (1075/3) mit einem NW-SO verlaufenden Feldweg (1071) im Zuge der Erweiterung des Windparks im Gräberfelds südlich des Amphitheaters der Zivilstadt geborgen. Der NNW-SSO orientierte Sarkophag (CAR-S-1930) lag samt Deckel in einer Grube. Die ungestörte Bestattung enthielt das Skelett einer mit etwa 60 Jahren verstorbenen Frau und große Mengen an Bernsteinschmuck.

Die schmalen Seitenflächen der rechteckigen Deckplatte wurden auf einer Schmalseite und den beiden Langseiten mit dem Schlageisen großteils in schräg-parallelen, breiten Bahnen grob behauen; diese Schmalseite zeigt wie die Langseiten einen weiteren Glättungsschritt und zusätzlich an einer senkrechten Kante einen Randschlag. Auf der anderen Schmalseite hat man den Stein in horizontalen Bahnen mit dem Flacheisen grob abgearbeitet.
Feiner geglättet ist die Oberseite, auf der noch die Spuren der mit dem Spitzeisen schräg-parallel geführten Bahnen erkennbar sind. Auf einer Hälfte findet sich auf der Längsachse in einem Abstand von 33 cm zur Schmalseite und 40cm Abstand zur Langseite eine ovale Vertiefung (8x11cm). ";;CAR-S-1931;M05109.12.13;spätantik;"Langseiten Länge: 190 cm und 192 cm
Schmalseiten Breite: 90 cm und 95cm

Dieser Sarkophagdeckel gehört zu Sarkophagkasten CAR-S-1931.";;"A. Konecny, FÖ 51, 2012, 216f. (ed.pr.);";Standort: sog. Steinzelt / Neuer Grund;;0;;Carnuntum;;;;;1;Deckel, Meißelspuren
1514931;Grabung;2015-04-13;Aschenkiste / Ossuarium;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 92 x 46 x 44 x 10 x 24 cm;"Die Steinkiste stammt aus ""Grab 11"". Vermutlich handelt es sich um die von Raab beschriebene Steinkiste, die ""wahrscheinlich beraubt"" war. Sie lag in einer Grabgrube in einem rechteckigen Grabbau. In der angeschütteten Brandschicht fanden sich einige Grabbeigaben. 
Längsseiten sind 89 und 92cm lang, die Schmalseiten 41 und 46 cm breit. Lichte Breite 24-26cm, lichte Länge 69cm.";keine;CAR-S-1956;30;Mittlere bis späte Kaiserzeit;Die Steinkiste wurde bei einer Grabungsmaßnahme im April 2015 vor der Errichtung eines Wohnhauses in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die Datierung gründet in diesem Kontext. s. Lageplan in R. Igl;;M. Raab, FÖ 54, 2015, 219-221;vollständig;;0;;Carnuntum;;;;;1;Brandbestattung, Beraubt (wahrscheinlich), Beigaben
1514860;Grabung;2016;Sarkophagdeckel;;3.-4. Jh. n. Chr.;201;400;Sandstein;;Der Sarkophagdeckel wurde bei einer Grabungsmaßnahme vor der Errichtung eines Wohnhauses in dem neuen Siedlungsfeld Bernsteinstraße aufgedeckt, das zu einem antiken Gräberfeld gehört. Die Datierung beruht auf der Beobachtung, daß die meisten Sarkophage aus Carnuntum in das 3.-4. Jh. n. Chr. gehören.;keine;CAR-S-1939;51;spätantik;;;"R. Igl, FÖ 55, 2016, 235 f. und 
R. Igl, Das römische Gräberfeld Carnuntum ""Bernsteinstraße, Acta Carnuntina 7/2/2017, 3. 8-23 zur Gabungsmaßnahme.";grob geglättetes Bruchstück einer Deckplatte. Die antiken Langseiten sind erhalten, ebenso die antike Schmalseite links und rechts des großen Ausbruchs.;;0;;Carnuntum;;;;;1;Deckel, Spätantik
1514966;Grabung;;Sarkophag mit Kopfpolster für eine Kinderbestattung;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 83 x 48 x 40 x 8 x 23 cm;"Aufgrund der Kastenlänge und der Existenz einer Kopferhöhung wird es sich nicht um eine Aschenkiste, sondern um einen Sarkophag für die Körperbestattung eines Kindes handeln. Oberkanten und Innenseiten sind geglättet, die Außenseiten hingegen nur grob.
Die Wandungsstärke beträgt 7,5-9cm. Lichte Weite beträgt 33cm, die lichte Länge 70cm. Das Kopfpolster ist 9cm bis zur Kante + 6cm bis Innenboden breit, 4cm hoch. ";keine;CAR-S-1965;;mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;keine;;;0;;;;;;;1;Körperbestattung, Kindbestattung, Kopfpolster
1514968;Grabung;;Sarkophag Bodenfragment;;2.-4. Jh. n. Chr.;151;400;;;Der Innenboden ist mit breiten Meißeln grob bearbeitet. Die Wandung ist noch 4 bis 5cm über dem Innenboden erhalten.;keine;CAR-S-1967;;Mittlere bis späte Kaiserzeit;Keine Funddokumentation zuweisbar.;;keine;Das Bruchstück ist aufgrund der relativ weichen Konsistenz des grobkörnigen Steins  in prekärem Zustand.;;0;;;;;;;1;Körperbestattung (Fragment), Meißelspuren
1514965;Grabung;;Sarkophag;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 225 x 114 x 50 x 32 x 42 cm;Die Wandungsstärke variiert zwischen 25-28cm an den Schmalseiten, 28-40 cm an den Langseiten. Der Innenboden ist 43-49 cm tief.;keine;CAR-S-1964;;mittlere bis späte Kaiserzeit;;;nein;Der fragile Sarkophag ist an den Seiten und über die Ecken eingeschalt.;;0;;nicht dokumentiert;;;;;1;Körperbestattung
1515083;Grabung;;Sarkophag mit Doppelkopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;;"Außen gut geglätteter Korpus (horizontale Bahnen von mittelbreitem Flachmeißel), im inneren noch schräge Bahnen des Spitzeisen sichtbar.  
Maße: Sehr gleichmäßig breite Wandung von 14 cm an den Langseiten, am Fußende 15-17 cm, am Kopfende 22 cm bzw. 15 cm am Scheitelpunkt der Kopfnischen. Tiefen von 58-60 cm. Das Kopfpolster ist 9 -14cm bis zur Kante, und 5-7 cm bis zum Innenboden lang. 
Außen an der Unterkante der Schmalseiten wurden lange, schmale Bossen stehen gelassen.";;CAR-S-2014;;Mittlere bis späte Kaiserzeit;"Der Sarkophag wurde bei der Grabung 2008/2009 in Petronell auf dem Areal ausgegraben, auf dem der neue Parkplatz vor dem Besucherzentrum des Archäologischen Parks entstehen sollte.
Sondage 8";;"zur Grabung: F. Humer – A. Konecny, FÖ 47, 2008, 571f.; F. Humer – A. Konecny, FÖ 48, 2009, 424–426; A. Konecny, Untersuchungen im Bereich des projektierten Parkplatzes am westlichen Ortsrand von Petronell-Carnuntum; die Kampagne 2009, AÖ 21/1, 210, 31f.; A. Konecny, Die südliche Periphere von Carnuntum. Neue Evidenz aus den Grabungen 2001–2009, in: 13. ÖAT Salzburg 2010 (Wien 2012) 271–280";;;0;;;;;;;1;Körperbestattung, Doppelkopfnische, Kopfpolster, Meißelspuren
1515050;Grabung;;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;Kalkstein;;"Aufgrund der Maße, der Steinvarietät und der Bearbeitung gehören die beiden Bruchstücke zusammen. Die beiden Bruchkanten stimmen auch weitgehend zusammen. Die Außenfronten sind in schrägparallelen Bahnen nach oben und unten strebend meißelgeglättet. Die Oberkanten sind feiner gepickt, der Innenboden hingegen grob gepickt. Die Innenseiten wurden stärker geglättet. 
Maße des Kopfendes: Langseiten 81 bzw. 84 cm lang. Wandungsstärken Langseite 13-15 bzw. 15-16cm und Breitseite 16 cm. Bodenstärke 21 cm. Lichte Weite 56-57cm. Das flache, 3-4cm dicke Kopfpolster ist bis zur Kante 21, und weitere 7 cm bis zum Innenboden lang. 
Maße des längeren Fußendes: Langseite 126cm. Höhe 66-67 bzw. 67-69cm.  Wandungsstärken Langseiten 14-15 cm und Breitseite 14 cm. Bodenstärke ca. 18 cm. Lichte Weite 55-57cm. ";keine;CAR-S-1992;214;Mittlere bis späte Kaiserzeit;In der Heidentorgasse ausgegrabener Sarkophag: laut Fundzettel im Planum 1-2, Grab 105.;;;Über Eck von einander getrennt aufgestellte Bruchstücke. Das größere Fußende ist mehrfach gebrochen, insbesondere entlang einer horizontalen Linie knapp unterhalb der Oberkante. Die meisten Bruchstücke liegen jedoch in situ auf.;;0;;Carnuntum;;;;;2;Körperbestattung, Kopfpolster, Meißelspuren
1515052;Grabung;;Sarkophag mit Kopfnische und Kopfpolster;;2.-4. Jh. n. Chr.;151;400;Kalkstein;;"Die Außenfronten sind in teils schrägparallelen oder kreuzförmigen Bahnen nach oben strebend meißelgeglätte, ähnlich die Innenseiten, die aber etwas feiner geglättet sind. Die Oberkanten sind feiner gepickt, der Innenboden hingegen grob gepickt. 
Maße: Wandungsstärken Langseite 12-14 cm bzw. 13-16,5 cm und Breitseite am Kopfende 12-14cm (6cm am Scheitelpunkt Kopfnische) und am Fußende 10 cm. Kopfnischenweite 28cm. Lichte Weite 49 cm. Das Kopfpolster ist bis zur Kante 16 (ohne Nische), und weitere 9 cm bis zum Innenboden lang.";keine;CAR-S-1994;139;Mittlere bis späte Kaiserzeit;In der Heidentorgasse ausgegrabener Sarkophag: laut Fundzettel im Planum 2, Grab 127/1.;;;Mehrfach gebrochener, aber weitgehend vollständig erhaltener Sarkophag. Bruchlinien an der Schmalseite des Kopfendes. Die Bruchstücke des Fußendes liegen im Sarkophaginneren.;;0;;Carnuntum;;;;;1;Körperbestattung, Kopfnische, Kopfpolster, Meißelspuren
1515053;Grabung;;Sarkophag mit Kopfpolster;;2.-4. Jh. n. Chr.;151;400;;L x B x H: 167 x 62 x 47 cm;"Die Außenfronten sind in schrägparallelen Bahnen steil nach oben strebend meißelgeglättet. Die Innenseiten sind die Meißelbahnen teils auch fischgratförmig, zudem etwas feiner geglättet. Die Oberkanten sind feiner gepickt und scharriert, der Innenboden hingegen grob gepickt. 
Die Wandung ist an den Langseiten 10-11 bzw. 13cm dick, am Kopfende 10-11 cm. Auf das mit 23,5 m deutlich breitere Kopfende ist im Abstand von 11,5cm zur Innenkante eine dünne Querfurche eingetragen. Es scheint, als sollte an dieser Reißlinie entlang der 12cm breite Überstand abgeschlagen werden. Das ca. 5cm hohe Kopfpolster ist bis zur Kante 15 cm und weitere 6cm bis zum Innenboden lang. Lichte Maße 39 und 137cm. 


Levicka gibt die Maße: L 168,5 x B 63,5 x H 46,5 cm";keine;CAR-S-1995;242;Mittlere bis späte Kaiserzeit;In der Heidentorgasse ausgegrabener Sarkophag: laut Fundzettel im Planum 3, Grab 137.;;;Vollständig erhaltener Sarkophag.;;0;;Petronell-Carnuntum,Heidentorgasse;;;;;1;Körperbestattung, Kopfpolster, Meißelspuren
